title,artist,lyrics,genre,year,source,url,scraped_at
Yummayın KirpikleriniAynur Doğan,Unknown,"Şarkı Sözleri
Sanatçılar
Aynur Doğan
Yummayın Kirpiklerini
Yummayın Kirpiklerini
Aynur Doğan
Şarkı Sözleri
İzle ve Dinle
Bir sonsuz rüyaya açılmış gözler
Yummayın yummayın kirpiklerini
Yummayın yummayın kirpiklerini
Kim ondan daha çok özler hayatı
Çağırın çağırın sevdiklerini
Çağırın çağırın sevdiklerini
Bilmem ki adını onun kim saklar
Şimdiden unutmuş onu kucaklar
Şimdiden unutmuş onu kucakkar
Besbelli üşütür kara topraklar
Soymayın soymayın giydiklerini
Soymayın soymayın giydiklerini...
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Aşkın Şarabı
Dar Hejiroke
Helin
Keçe Kurdan
Nesrin
Oy Gelin
Pervane
Yaranmaz Aşk
Yare",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/39947/yummayin-kirpiklerini,2025-10-25T22:07:18.444682
EggshellsShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
Eggshells
Eggshells
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
She slees with the windows open
yet she's still locked safe inside
and to block out the sounds of the city's commotion
she turns her fan up on high
yea she lives just far enough away from home
to see the whole scene
and down the street the kids throw sticks and stones
and end up on the the TV screen
yea they throw their sticks and stones
and end up on the TV screen
and she used to walk on these gracefully
but now they crunch beneath her feet
I guess she must be changin'
there's just no way to keep it neat
and her father still barks like a soldier
returning from victory
but now eh's much older
and that bark isn't as scary as it used to be
yea she watches his self torture
no one left to abuse but himself
but still her memory scorches her
and she struggles to love herself
her memory scorches her
and she struggles to love herself
and she used to walk on these gracefully
but now they crunch beneath her feet
and I guess she must be changin'
she never was to good at stayin' in her seat
and this town grows hungry and restless
hungry for what I ain't sure
but they're sweepin' the streets of the trash and the homeless
and raisin' the rent
and breakin' the poor
and I used to walk on these gracefully
but now they crunch beneath my feet
and I guess I must be changin'
there's just no way to keep it neat
I used to walk on these gracefully
I guess I must be changin'...
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
For Shari
Hawksong
Lately
Lonesome, I Know You Too Well
My Ship (2 choices)
Same Old Thing
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/81654/eggshells,2025-10-25T22:09:57.436460
For ShariShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
For Shari
For Shari
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
It's four o'clock in the mornin',
I hate to call you when it's stormin',
but I didn't have a choice.
I know you must be sleepin',
don't wanna wake you from your dreamin',
it's so good to hear your voice.
Did you win your game?
Do you feel the same?
I can smell the rain from here.
I love you so much.
I miss your touch.
Feels like I've been gone a year.
One hundred miles from Spartanburg,
just outside of Orangeburg,
I'm in my head tonight.
The place I played was a drag, Shari.
Don't know why I even gig there,
but the band was good and tight.
How's your mom and dad?
God it makes me sad to be apart from you.
Are your kids ok?
Tell 'em I said ""hey.""
I'll be home Sunday after two.
Shari, I don't know where I'm goin',
don't know which way the wind is blowin'.
I just hope I'm doin' right.
I feel the cold wind in my face now,
But I'm pickin' up the pace now.
I guess we both should say goodnight.
I hope you win your game.
You know I feel the same.
I'll be home soon to wipe away your tears.
I love you so much.
I miss your touch.
Feels like I've been gone a year.
Is it stormin' still?
Are there daffodils?
I can smell that rain from here.
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
Hawksong
Lately
Lonesome, I Know You Too Well
My Ship (2 choices)
Same Old Thing
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/65775/for-shari,2025-10-25T22:09:57.919669
HawksongShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
Hawksong
Hawksong
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
I see her up there,
she is dancing on the wind with her lover,
and maybe one or the other sees me smiling
in the sun's summer light at their perfect flight.
She sees me watching her
as she climbs and circles round,
now she's falling and I hear him calling her
as their wings cut through the blue and the white.
I watch their perfect flight,
sometimes I see you, you're walkin' all alone in the furs.
I want to free you but you're no longer mine.
Maybe you never were,
although sometimes peace can find me
when I'm all alone and lying in a meadow
and bathing in the shadows
and as the sun drips down
and day turns to night
I watch their perfect flight.
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Lately
Lonesome, I Know You Too Well
My Ship (2 choices)
Same Old Thing
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/43086/hawksong,2025-10-25T22:09:58.316985
LatelyShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
Lately
Lately
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
lately i've felt deep inside myself maybe something ain't right
i feel like i've been turned and put on the back burner
and there's no rescue in sight maybe i have changed
but you know I feel the same still got this hunger in my bones
i feel like an all night drive all the way to the other side
there's a place i used to call my home
lately i've seen a different side of me i don't know where i have gone
i'm killin' friend and foe somebody tell me so i know
whose side i am on like a cat stuck in a tree
i gotta jump before i'll be free i guess the ground will break my fall
lately i've been lost gotta find me an albatross
to lead me back into my port of call hey i hey i
got something to tell you hey i hey i never meant to hurt you
gotta get my stuff and go gotta leave to free my soul
lately i've been out of my head again i don't know what i have found
i feel at home here i'm not alone here 'lot of messed up heads in this town
but i never drew one single word from you you lay there hidden in the prone
i never proved to be anything but an oddity i guess i'm better of alone
hey i hey i got something to tell you hey i hey i never meant to hurt you
gotta get my stuff and go gotta leave to free my soul
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Hawksong
Lonesome, I Know You Too Well
My Ship (2 choices)
Same Old Thing
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/91563/lately,2025-10-25T22:09:58.707797
"Lonesome, I Know You Too WellShawn Mullins",Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
Lonesome, I Know You Too Well
Lonesome, I Know You Too Well
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
Capo 4th
It
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Hawksong
Lately
My Ship (2 choices)
Same Old Thing
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/90749/lonesome-i-know-you-too-well,2025-10-25T22:09:59.111312
My Ship (2 choices)Shawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
My Ship (2 choices)
My Ship (2 choices)
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
My ship up here is sinkin'
but this is what I am
and I'd tell you what I'm thinkin'
if I thought you'd give a damn
and I don't know a single one of you
but you feel like a winter's rain
tell me would listen to the words I speak
if I knew you all by name
it's niether here nor there
cause I still wake up in my hotel room
with this smokey barroom in my clothes and hair
every night is different
every night's the same
ain't if funny how each of us
has his own way to kill the pain
makes me think of my friend Jimmy
who never could behave
he bought a Gator skateboard
with the money that he saved
he rode that 4 wheeled sufrin' board around
till he was old enough to shave
then it was replaced by a '69 LaSabre
he'd putter off to schol
as fast as that thing would get
and all the kids would say
here comes Jimmy in that beat up piece of shit
he used to take up 2 whole spaces
in the senior parking lot
yea now Jimmy's doin' seven years
for stickin' up a subway sandwhich shop
so crawl beneath your words
say whats on your mind
tell it like it is
don't get stuck behind
cause its the truth you know,
that gets you by
it's not who or what you know,
it's why
so straddle that old fencepost
and fade it down to nothing
and you'll see
you might see
that my ship up here is sinkin'
but this is what I am
and I'd tell you waht I'm thinkin'
if I thought you gave a damn
so take this in or don't
I don't really care
you will or you won't
2 choices in the air...
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Hawksong
Lately
Lonesome, I Know You Too Well
Same Old Thing
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/94107/my-ship-2-choices,2025-10-25T22:09:59.661225
Same Old ThingShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
Same Old Thing
Same Old Thing
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
You've got your mind made up
your heart's in a song
No pot to piss in
but a voice of your own
You can take it anywhere
This road leads you down
Any old ghost town
I hope it's all that you want it to be
Sometimes it is for me
sometimes it ain't
Life's a lot like a ferris wheel
it's a hell of a thrill
but it just does the same old thing
You paint yourself a picture
that only you can see
Where the blue of the sky
melts into the green of the sea
let the wind fill your sail
and carry you along
sail on
sail on
Just remember that you've chosen this way
that's the price you pay
You're living your own life
No destination has been set for you
So take your green and blues
and sail on our of sight
They'll try to get you caught up
in your own little web
spinning out your demons
with a price on your head
They'll try to take your faith away
you got to stand tall
keep on singing your song
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Hawksong
Lately
Lonesome, I Know You Too Well
My Ship (2 choices)
The Gulf of Mexico
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/89593/same-old-thing,2025-10-25T22:10:00.206296
The Gulf of MexicoShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
The Gulf of Mexico
The Gulf of Mexico
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
she cooks him ham and hotcakes
at 5:30 in the morn
she does the dishes
and irons his uniforms
and she thinks she might have loved
him once but that was long ago
and the rain pours down
like a holy waterfall
over the gulf of mexico
the boardwalk's deserted
and the beach is all closed down
and the middle school punkrockers
ride their skateboards
through the town
and she looks back and she daydreams
about things and people she's never
seen just to keep from being blue and
she gets home about a quarter to four
and drives her brother
to the liquor store on ocean avenue
and i'm parked on the state line on this
cold november day and pretty soon i'll
be a drivin fool somewhere down this
lost highway then I hear a voice from
my soul's core sayin ""freedom's just a
metaphor, you got nowhere to go""
and the rain pours down like a
holy waterfall over the gulf mexico
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Hawksong
Lately
Lonesome, I Know You Too Well
My Ship (2 choices)
Same Old Thing
We Run
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/49841/the-gulf-of-mexico,2025-10-25T22:10:00.728189
We RunShawn Mullins,Unknown,"Şarkı Sözleri
Sanatçılar
Shawn Mullins
We Run
We Run
Shawn Mullins
Şarkı Sözleri
İzle ve Dinle
In the town that Iwas born in
There rides a boy and a girl in love
And the answer came without warning
Just like an angel from heaven above
They run down moreland into the neon night
They left the others far behind
But they can make believe,even if it´s for just one night
And if it´s only in their minds
When they run, when they run,they run in the look
Love is familiar, It warms just like a summer rain
One moment falls into forever We got the power to melt away the pain
When we run down Moreland into the neon night
We left the others far behind
But we can make believe, even if it´s  for just one night
And it´s only in our minds when we run We loose our way
We run so hard,why don´t we stay and I don´t know where we will go
to find our way
We run down Moreland into the neon night
We left the others far behind
The land of make believe seems to be in everybodies sights
But it´s only in their minds
So they run, so they run, so they run
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Eggshells
For Shari
Hawksong
Lately
Lonesome, I Know You Too Well
My Ship (2 choices)
Same Old Thing
The Gulf of Mexico
Yellow Dog Song",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/43369/we-run,2025-10-25T22:10:01.824175
Movin' AroundDaz Dillinger,Unknown,"Şarkı Sözleri
Sanatçılar
Daz Dillinger
Movin' Around
Movin' Around
Daz Dillinger
Şarkı Sözleri
İzle ve Dinle
[Slip Capone]
Hawthorne to Longbeach, haha...
Some of that Capone and Dat Nigga Daz shit
Smackin y'all niggaz upside the head, beyotch
Show y'all niggaz what it is..
[Daz]
Welcome to California where the gang stay
Longbeach, Compton to Watts, Hawthorne and L.A.
Outside we rip-ride, let the slugs fly
I maintain just to bang with the gang till the day that I die
Get crazy plus looney and insane, on yo' ass
First just to blast on yo' ass if yo' talkin trash
Cash; she in all them hardy-tardy no (?)
They get some get back and get they whole wig peelt back
Hangin out on the corner drinkin Sapp
Little homies doin things from murders to jackin
And they say, (""Yo Daz are you a rider?"")
And I reply with, ""Hell yeah I'm a rider!""
Motorola TV's - 'Lacs on D's
Make us niggaz feel good when us niggaz got cheese
Young niggaz robbin niggaz for they dope sacks (give it up!)
Just to see where they hearts at
Smokin weed and loots and hubs, roll around with beat in my truck
Roll around with heat in the front, just to dump at two punks
12 gauge sawed-off, thinkin my point across
Cooperate nigga or get broke off
Ask ya homies how we put it in work
Now they here, now they gone, six feet in the dirt
Rest in peace to my homie L-Dogg from the DPG
Bringin drama to these niggaz, bringin drama to the streets
[Chorus]
Whattcha gonna do if ya wanna hang and bang
..and move around with those gangstas
Whattcha gonna do if ya wanna hang and bang
..and move around with them gangstas, gangstas!
[Slip Capone]
In L.A. ya dress cordial, accordin to the area ya goin to
Ya might need to where a black khaki suit standin in grey and blue
Ya never know who gon' be waitin, and watchin - plannin and plottin
to getcha caught and leave ya shot and forgotten
Remember back in the day, Lewsinger high
Caught every park in the mornin, school was cool when ya high
Knockin niggaz on they ass, put a nigga through the glass
Capone got there so fast, the motherfuckers crashed
And I laugh when I think back on the days of my past
My gangsta-ass ways, take a sip like drinkin blaze
in the Purple Haze -- finna get my smoke on
Two o'clock in the mo'nin with my motherfuckin lotes on
Getcha loc' on wit a nigga if ya wit a nigga
Hit a nigga up in traffic, then go try and get a nigga
Cause I'll split a nigga with millimeters from heaters
Cop killers, case I gotta kill a cop I'ma need 'em to beat 'em
[Daz] They say, ""Slip are you a rider?""
And I reply, ""Hell yeah I'm a rider!""
My situation got illy, Kurupt was out in Philly
When I hooked up with Daz Dilli, to slap ya silly
Make a milli-on, when I drop to Leban-on
Mega-tron, Veit-nam, napalm, Bombay bomb
it don't stay calm for long
When a nigga livin in a warzone, then the war's on
I'm a king on my throne, so put the crown on my dome
And so it read 'Hawthorne: The city where I was born'
Till the cows come home, in the southside of L.A.
The City of Angels, but Hell surround us, all around us
Makin it hot, I heat it up, slow my slow and speed it up
Flip a rock and give a cut to the homies
to get some new chucks to bang in
Keep the rag hangin, Cutlass to slang in
Got a whole gang of ends
[Daz]
Knick-knack patty-whack, give a G a strap
If he a G put to work, if he a punk he pass it back
[Slip]
You want the AR-15, the glock 17, the M16 or the uzi 14
Mini-machine, with the infrared beam, gangsta lean
It's like a dream to be fresh on the scene, knahmean?
Rest in peace to Strak-Lo, keep calm
Rest in peace to the homie, NailBoy and radio ridin in peace
[Chorus]
[Daz]
Yeah, that's how we do it
Slip Capone and Dat Nigga Daz
Funky Fresh '99.. yeah haha...
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
B*tCH B*tCH B*tCH Make Me Rich
Baby Mama Drama
In California
My System",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/89099/movin-around,2025-10-25T22:32:02.578664
Daz Dillinger,Unknown,"Şarkı Sözleri
Sanatçılar
Daz Dillinger
Daz Dillinger
Tweet
B*tCH B*tCH B*tCH Make Me Rich
Baby Mama Drama
In California
Movin' Around
My System",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sanatci/6178/daz-dillinger,2025-10-25T22:32:02.873517
The Place Where We DwellGang Starr,Unknown,"Şarkı Sözleri
Sanatçılar
Gang Starr
The Place Where We Dwell
The Place Where We Dwell
Gang Starr
Şarkı Sözleri
İzle ve Dinle
Verse one:
New York, New york is where we live and we're thorough
Never taking shorts cuz Brooklyn's the borough
Peace to Uptown, to queens and the Bronx
Long Island and Jersey get as fly as they want
Where we rest is no joke
So let me break it down to sections for you slowpokes
Fort Green, bedstuy, Flatbush, Brownsville
Crown Heights and East New York will be down till
Medina takes respect for the style's we bring
Cuz in Brooklyn, we be into our own thing
Alantic terminals, redhook bushwick
Come to Brooklyn frontin, and you'll get mushed quick
We ain't just know for flipping and turning out parties
But also for the take no bullshit hotties
On the subject of blackness, well let me share this
Brooklyn is the home for cultural awareness
So in all fairness, you can never compare this
Some good, some bad. little hope for the weak
Dangerous streets and Coney Island Beach
All this included when you go for a tour
Some can get scandolous and outright raw
When you step, step correct and watch where you move
We pay dues so we ain't trying to lose
Here in Brooklyn
The home of the black and the beautiful
For a ruffrap sound, ain't a place more suitable
Other cities claim this, and others claim that
But let me give some props to the place where we be at
B-R-double O- K-l-Y-N
I came in for a visit and ever since then
I've been incorporated with select personel
Right here in Brooklyn, the place where we dwell
Way down in Brooklyn (3x)
Those who live in Brooklyn know just what I'm talking about
Verse two:
Peace to Boston, Philly, Conneticut, DC
All the east coast cities are fly to me
Peace to everybody down south and out west
But for me, Brooklyn, New York is the best
Don't be afraid to venture over the bridge
Although you may run in to some wild ass kids
Take the j train, the d or the a if you dare
And the 2,3,4,5 also comes here
There's so much to see cuz Brooklyn's historic
Fools act jealous but you have to ignore it
So I just lounge wit the fat clientel
Out here in Brooklyn, the place where we dwell
Way down in brooklyn
You know the place...
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Above Clouds
ALONGWAYTOGO
In Memory Of...
Mostly Tha Voice
Put Up or Shut Up
Robbim Hood Theory
Step in the Arena
Take a Rest",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/88217/the-place-where-we-dwell,2025-10-25T22:32:04.019295
Gang Starr,Unknown,"Şarkı Sözleri
Sanatçılar
Gang Starr
Gang Starr
Tweet
Above Clouds
ALONGWAYTOGO
In Memory Of...
Mostly Tha Voice
Put Up or Shut Up
Robbim Hood Theory
Step in the Arena
Take a Rest
The Place Where We Dwell",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sanatci/7127/gang-starr,2025-10-25T22:32:04.865137
Seneler Doldurmuş GamzeleriUlaş Ay,Unknown,"Şarkı Sözleri
Sanatçılar
Ulaş Ay
Seneler Doldurmuş Gamzeleri
Seneler Doldurmuş Gamzeleri
Ulaş Ay
Şarkı Sözleri
İzle ve Dinle
Seni böyle görmek istemezdim yar
Saçların kar beyazı yüzün solgun
Seneler doldurmuş gamzelerini
Ama gözlerine dokunmamış yar
Yazık sana nasıl kıydılar yar
Öpülecek ellerini kimler yordu
Acılar çürütmüş hayellerini
Ama gözlerine dokunmamış yar
Seneler doldurmuş gamzelerini
Ama gözlerine dokunmamış yar
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Affet
Bende Sıra
Birileri
Değişemem
Gamzeler
Gözyaşları
İnanma
Sen Dünyanın En Güzel Kadınısın
Sensiz Olmaz",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/18848/seneler-doldurmus-gamzeleri,2025-10-25T22:32:13.569664
Ulaş Ay,Unknown,"Şarkı Sözleri
Sanatçılar
Ulaş Ay
Ulaş Ay
Tweet
Affet
Bende Sıra
Birileri
Değişemem
Gamzeler
Gözyaşları
İnanma
Sen Dünyanın En Güzel Kadınısın
Seneler Doldurmuş Gamzeleri
Sensiz Olmaz",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sanatci/1509/ulas-ay,2025-10-25T22:32:13.970345
"Chicks With DicksMentors, The",Unknown,"Şarkı Sözleri
Sanatçılar
Mentors, The
Chicks With Dicks
Chicks With Dicks
Mentors, The
Şarkı Sözleri
İzle ve Dinle
I can't believe my eye
watchin you on sunset strip
wearin all that glam rock makeup
in drag and buckin your hip
Glam rock faggot
all you are is a
glam rock fag
chicks with dicks
chicks with dicks
Ya hang out on the strip
Heh tryin to pick up on chicks
With that girlish makeup dressed in drag
I'm sorry you all have dicks
I don't like you lookin like a woman
when I'm lookin like a man
I'm gonna have to smack your face
and kick you in your fucking can
chicks with dicks
out on the strip
every day and every night
all you are is chicks with dicks
your not no rock n roller to me
your chicks with dicks
drag queens
fags
chicks with dicks
your all dressed in drag
then you think your rockin
but out back a dick the're suckin
come on now grow up
and do it like a man
shave your head
and play rock n roll
and dont put on a posin show
cause I know how to rock
and I look like a man with a cock
chicks with dicks
all you are is chicks with dicks
chicks with dicks
I'm talkin to a drag queen
chicks with dicks
you know what I mean
chicks with dicks
The guys on sunset strip
that think the're so cool
the're chicks with dicks
they make a faggot wanna drool
chicks with dicks
call in the skinheads
call in the mafia
let's clean up the show
cause these guys go to the top
and they give the producers a blow
faggots and homos they used
to hang out at the starwood and whiskey
but to get to the top with the dudes
they get friskey
chicks with dicks
posers
fags!
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Adultery
My Erection Is Over
Sandwich Of Love
Shocked And Grossed
Up The Dose",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/69511/chicks-with-dicks,2025-10-25T22:32:17.590698
"Mentors, The",Unknown,"Şarkı Sözleri
Sanatçılar
Mentors, The
Mentors, The
Tweet
Adultery
Chicks With Dicks
My Erection Is Over
Sandwich Of Love
Shocked And Grossed
Up The Dose",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sanatci/4015/mentors-the,2025-10-25T22:32:17.884906
Jason Mraz,Unknown,"Şarkı Sözleri
Sanatçılar
Jason Mraz
Jason Mraz
Tweet
10,000 Motherfuckers (That'll Do)
Bella Luna
Butterfly
Dream Life Of Rand McNally
Galaxy
Gyspy MC
Hey Love
Live High
Sing Glory (That'll Do)
The Boy's Gone
Too Much Food",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sanatci/2781/jason-mraz,2025-10-25T22:32:59.921837
"More Than Meets The EyeBangles, The",Unknown,"Şarkı Sözleri
Sanatçılar
Bangles, The
More Than Meets The Eye
More Than Meets The Eye
Bangles, The
Şarkı Sözleri
İzle ve Dinle
(V. Peterson)
Vicki and Debbi
He's got a slow, slow ride
Got a camera inside
He takes a picture
Hangs it up to dry
And there's one girl named
And another disclaimed
All the time
You can't help feeling ashamed
Given new reasons to survive
He keeps a number of them alive
There's a warning in the sky
A stranger passing by
And there's more than meets the eye to the guy
When you're so secure
Never feeling unsure
That's the time
To check behind your door
'Cause there's one thing said
When another is meant
He's around
Confusing you 'til the end.
Seeing how changable you feel
Don't think this happiness is real
And it's hard to justify
The tangles you untie
There's more than meets the eye to the guy
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Be With You
Between the Two
Complicated Girl
Dover Beach
I'm In Line
In Your Room
The Real World
Waiting For You
Walk Like An Egyptian",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/63346/more-than-meets-the-eye,2025-10-25T22:33:02.711026
"Bangles, The",Unknown,"Şarkı Sözleri
Sanatçılar
Bangles, The
Bangles, The
Tweet
Be With You
Between the Two
Complicated Girl
Dover Beach
I'm In Line
In Your Room
More Than Meets The Eye
The Real World
Waiting For You
Walk Like An Egyptian",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sanatci/6732/bangles-the,2025-10-25T22:33:03.201722
Jewish1-800-Zombie,Unknown,"Şarkı Sözleri
Sanatçılar
1-800-Zombie
Jewish
Jewish
1-800-Zombie
Şarkı Sözleri
İzle ve Dinle
You are Jewish, it's you're bar mitzvah
No one is coming because no one likes you!
I have a present for you
Hitler is my brohter
Holocaust, Holocaust, Holocaust
You're a jew
Holocaust, Holocaust, Holocaust
You are... a Jew?
Eeew, that's not cool
That's just not cool
Stop the music!
That's not cool
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Workout Plan",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/69423/jewish,2025-10-25T22:33:08.625431
